Region,District,City,Address,Polling station number,Polling station code,Total number of voters,Number of voters who received a ballot,Number of voters who took part in the vote,Number of voters who took part in early voting,Number of voters who took part in the vote at the place of residence,Number of voters who took part in the vote on election day,Dmitriev,Konopackaya,Lukashenko,Tsikhanouskaya,Cherechen,Against all,Number of ballots declared invalid,Number of ballots received by the precinct commission,Number of spoiled ballots,Number of unused ballots
Минск,Фрунзенский,Минск,"ул. Притыцкого, 88, государственное учреждение образования «Средняя школа Nº 185 г. Минска»",51,07-008-0051,2039,1384,1380,715,12,653,42,16,937,96,61,204,24,2140,5,751
Минск,Фрунзенский,Минск,"ул. Бурдейного, 29, государственное учреждение образования «Средняя школа Nº 157 г. Минска имени Алексея Семеновича Бурдейного»",52,07-008-0052,2207,2238,2238,751,16,1467,37,24,880,1091,46,160,,,,
Минск,Фрунзенский,Минск,"ул. Бурдейного, 29, государственное учреждение образования «Средняя школа Nº 157 г. Минска имени Алексея Семеновича Бурдейного»",53,07-008-0053,2380,1642,1641,799,9,833,26,37,518,735,59,266,,,,
Минск,Фрунзенский,Минск,"ул. Одинцова, 30, государственное учреждение образования «Средняя школа Nº 159 г. Минска»",54,07-008-0054,1985,1389,1386,678,8,700,36,58,922,119,25,195,31,2080,3,688
Минск,Фрунзенский,Минск,"ул. Одинцова, 30, государственное учреждение образования «Средняя школа Nº 159 г. Минска»",55,07-008-0055,2077,1385,1382,729,11,642,95,82,863,125,11,190,16,2180,5,790
Минск,Фрунзенский,Минск,"ул. Одинцова, 30, государственное учреждение образования «Средняя школа Nº 159 г. Минска»",56,07-008-0056,2388,1650,1648,821,13,814,46,64,1064,151,65,211,47,2500,5,845
Минск,Фрунзенский,Минск,"ул. Одинцова, 89, государственное учреждение образования «Гимназия Nº 20 г. Минска»",57,07-008-0057,2295,1578,1575,780,9,786,35,35,815,539,23,87,41,2400,6,816
Минск,Фрунзенский,Минск,"ул. Одинцова, 89, государственное учреждение образовании «Гимназия Nº 20 г. Минска»",58,07-008-0058,1770,1219,1217,611,9,597,52,35,736,331,31,13,19,1850,4,627
Минск,Фрунзенский,Минск,"ул. Одинцова, 89, государственное учреждение образования «Гимназия Nº 20 г. Минска»",59,07-008-0059,1677,1142,1140,553,6,581,62,64,651,215,46,54,48,1750,3,605
Минск,Фрунзенский,Минск,"ул. Якубовского, 46, государственное учреждение образования «Средняя школа Nº 167 г. Минска»",62,07-008-0062,2336,1589,1586,756,12,818,53,50,890,277,36,280,,,,
Минск,Фрунзенский,Минск,"ул. Янковского, 23, государственное учреждение образования «Средняя школа Nº 6 г. Минска»",68,07-008-0068,2870,1970,1968,983,17,968,58,63,1324,117,20,317,69,3100,8,1122
